budget,id,original_language,original_title,popularity,release_date,revenue,runtime,vote_average,vote_count
40000000,16643,en,Life or Something Like It,8.980846,26/04/2002,16872671,103,5.7,124
40000000,2687,en,Memoirs of an Invisible Man,7.222985,28/02/1992,14358033,99,5.7,125
10000000,194,fr,Le fabuleux destin d'Amélie Poulain,73.720244,25/04/2001,173921954,122,7.8,3310
0,11025,en,New York Minute,10.0403,01/05/2004,0,91,5.5,185
60000000,8849,en,Alfie,15.219263,22/10/2004,13395939,103,5.6,248
40000000,78698,en,Big Miracle,8.303696,02/02/2012,24719215,107,6.6,152
38000000,30943,en,The Deep End of the Ocean,4.746085,12/03/1999,28121100,106,5.9,54
40000000,9544,en,FearDotCom,6.756886,09/08/2002,18902015,101,3.2,105
40000000,24418,en,Cirque du Freak: The Vampire's Assistant,16.424807,23/10/2009,28169671,109,5.5,348
40000000,7288,en,Duplex,15.590001,26/09/2003,19322135,89,5.9,482
0,14655,en,Soul Men,5.483671,07/11/2008,0,103,6.3,47
0,24575,en,Raise the Titanic,1.630541,01/01/1980,0,115,5.2,21
45000000,10366,en,Universal Soldier: The Return,14.566664,05/08/1999,10667893,82,4.2,135
33000000,19898,en,Pandorum,28.353517,08/09/2009,20645327,108,6.5,774
40000000,4965,en,Impostor,9.579975,03/12/2001,0,102,6.1,135
40000000,15074,en,Extreme Ops,2.911819,27/11/2002,10959475,93,5,28
0,56715,en,Just Visiting,10.844882,06/04/2001,0,88,4.8,171
50000000,1272,en,Sunshine,51.502884,05/04/2007,32017803,107,7,1182
40000000,72358,en,A Thousand Words,13.119133,07/03/2012,22044277,91,6,373
40000000,20542,en,Delgo,4.238482,12/12/2008,0,94,5.4,15
40000000,266396,en,The Gunman,26.935458,16/02/2015,13644292,115,5.5,392
40000000,9978,en,Stormbreaker,16.282962,21/07/2006,23937870,93,5.1,213
20000000,8271,en,Disturbia,31.690456,12/04/2007,117760134,105,6.6,1006
20000000,10428,en,Hackers,17.842246,14/09/1995,7563728,107,6.2,398
0,5353,en,The Hunting Party,8.048305,03/09/2007,0,101,6.6,96
30000000,11934,en,The Hudsucker Proxy,14.188982,11/03/1994,0,111,7.1,275
40000000,14392,zh,投名狀,6.884467,12/12/2007,0,126,6.3,83
25000000,19495,en,Nomad,8.212018,17/07/2005,0,112,4.3,17
39200000,110415,ko,Snowpiercer,64.238688,01/08/2013,86758912,126,6.7,2854
25000000,77459,fr,Un monstre à Paris,17.375562,12/10/2011,0,90,6.5,313
0,26486,en,The Last Shot,6.7698,24/09/2004,0,90,5.9,15
15000000,9495,en,The Crow,44.690107,11/05/1994,94000000,102,7.3,953
40000000,256040,te,Baahubali: The Beginning,16.254032,10/07/2015,100000000,159,7.5,135
39000000,24420,en,The Time Traveler's Wife,37.492928,14/08/2009,101229792,107,6.7,798
0,1257,en,Because I Said So,18.678415,02/02/2007,69485490,102,5.8,191
39000000,62214,en,Frankenweenie,27.908783,04/10/2012,35287788,87,6.6,932
39000000,16320,en,Serenity,45.388937,25/08/2005,38869464,119,7.4,1264
39000000,8842,en,Against the Ropes,2.817364,20/02/2004,6614280,106,4.5,32
39000000,9531,en,Superman III,22.164202,17/06/1983,75850624,125,5.3,490
40000000,64807,en,Grudge Match,21.362949,25/12/2013,44907260,113,6,433
80341000,12289,zh,Chi bi,14.8375,10/07/2008,127814609,150,7.1,205
30000000,11529,en,Sweet Home Alabama,18.256028,26/09/2002,180622424,108,6,394
38000000,20943,en,The Ugly Truth,22.332927,24/07/2009,205298907,96,6.4,972
0,9099,en,Sgt. Bilko,5.417787,29/03/1996,0,90,5.5,94
38000000,9488,en,Spy Kids 2: The Island of Lost Dreams,24.085144,07/08/2002,119723358,100,5.3,521
38000000,193,en,Star Trek: Generations,14.779041,17/11/1994,120000000,118,6.4,452
3860000,44865,zh,一代宗師,19.947265,08/01/2013,64076736,130,6.3,273
38000000,55787,en,Water for Elephants,16.801218,15/03/2011,114156230,120,6.7,850
40000000,257932,zh,Dragon Nest: Warriors' Dawn,5.057695,20/05/2014,0,88,6.8,19
50000000,10400,en,The Hurricane,20.825781,17/09/1999,73956241,146,7.2,396
38000000,1957,en,Enough,11.500783,24/05/2002,51801187,114,6.2,264
35000000,10833,en,Heartbreakers,13.932203,23/03/2001,0,123,5.7,254
38000000,256961,en,Paul Blart: Mall Cop 2,41.258487,16/04/2015,107597242,94,5,567
53000000,5852,en,Angel Eyes,6.454634,15/05/2001,29700000,102,5.6,88
38000000,12312,en,Joe Somebody,5.257009,21/12/2001,0,99,5.5,40
38000000,622,en,The Ninth Gate,30.359164,24/08/1999,58401898,133,6.3,756
38000000,11306,en,Extreme Measures,3.426555,27/09/1996,17380126,118,5.7,80
57000000,12508,en,Rock Star,11.60815,04/09/2001,16991902,105,6,190
10000000,25793,en,Precious,18.664624,06/11/2009,47536959,110,6.9,417
38000000,10534,en,White Squall,10.047579,02/02/1996,10300000,129,6.3,86
15000000,1091,en,The Thing,52.731379,25/06/1982,19629760,109,7.8,1588
38000000,87421,en,Riddick,46.630062,02/09/2013,98337295,119,6.2,2035
37000000,10871,en,Switchback,4.131546,31/10/1997,6482195,118,5.8,52
0,13503,en,Texas Rangers,5.641978,30/11/2001,0,110,5.4,19
55000000,13600,en,City of Ember,23.465539,07/10/2008,17869048,90,6.2,605
32000000,68722,en,The Master,25.682509,07/09/2012,28258060,137,7,701
38000000,14324,en,Virgin Territory,6.760922,17/12/2007,5410749,93,4.3,75
40000000,14325,en,The Express,3.87823,10/10/2008,9793496,130,7.1,71
38000000,299687,en,The 5th Wave,57.889964,14/01/2016,109906372,112,5.6,1945
37000000,312221,en,Creed,57.773583,25/11/2015,173567581,133,7.3,1915
37000000,23168,en,The Town,24.218358,15/09/2010,154026136,125,7,1468
40000000,76494,en,What to Expect When You're Expecting,27.009723,17/05/2012,79700000,110,5.8,594
37000000,4944,en,Burn After Reading,31.941347,05/09/2008,163720069,96,6.5,1222
37000000,10488,en,Nim's Island,14.353279,03/04/2008,100076342,96,5.6,330
38000000,96721,en,Rush,33.003828,02/09/2013,90247624,123,7.7,2277
37000000,334,en,Magnolia,30.993736,08/12/1999,48451803,188,7.5,825
30000000,23742,en,Cop Out,25.825771,26/02/2010,55583804,107,5.3,511
38000000,259694,en,How to Be Single,46.078371,21/01/2016,112343513,110,5.9,1201
37000000,62837,en,Dolphin Tale,6.63839,23/09/2011,95404397,113,6.7,163
37000000,8966,en,Twilight,127.084938,20/11/2008,392616625,122,5.8,3561
36000000,8470,en,John Q,27.465433,15/02/2002,102244770,116,7,594
65000000,11001,en,Blue Streak,16.865782,17/09/1999,117758500,93,6.1,352
37000000,138832,en,We're the Millers,100.348805,07/08/2013,269994119,110,6.8,2972
36500000,16911,ru,Obitaemyy Ostrov,2.785832,18/12/2008,21834845,115,5.3,23
36000000,2163,en,Breakdown,9.176339,02/05/1997,50159144,95,6.6,198
36000000,36670,en,Never Say Never Again,23.380757,07/10/1983,160000000,134,5.8,338
36000000,23048,en,Hot Tub Time Machine,33.926473,26/03/2010,64572262,101,6,894
36000000,227735,en,Dolphin Tale 2,6.967857,12/09/2014,52424533,107,6.7,96
42000000,2155,en,Reindeer Games,11.470135,25/02/2000,32168970,124,5.4,173
36000000,8409,en,A Man Apart,19.854932,04/04/2003,44350926,109,5.8,258
37000000,222936,en,Aloha,29.652536,27/05/2015,26250020,105,5.2,692
0,31908,en,Ghosts of Mississippi,8.102925,20/12/1996,0,130,6.2,40
0,10219,en,Snow Falling on Cedars,2.79483,22/12/1999,0,127,6.3,32
37000000,48171,en,The Rite,11.492474,28/01/2011,96047633,114,5.8,556
36000000,782,en,Gattaca,70.398356,07/09/1997,12532777,106,7.5,1808
36000000,75531,de,Isn't She Great,1.068453,28/01/2000,3003296,95,4.6,14
37000000,11802,en,Space Chimps,6.293217,17/07/2008,63800345,81,5.2,99
0,9776,en,Head of State,3.457194,01/01/2003,0,95,5.3,71
35000000,18785,en,The Hangover,82.21166,05/06/2009,459270619,100,7.2,6173
36000000,365222,cn,葉問3,19.167377,19/12/2015,156844753,105,6.5,379
33000000,817,en,Austin Powers: The Spy Who Shagged Me,18.316151,08/06/1999,310940086,95,6.2,1011
35000000,268,en,Batman,44.104469,23/06/1989,411348924,126,7,2096
0,45054,en,There Be Dragons,6.668679,25/03/2011,0,112,5.9,27
35000000,943,en,Lethal Weapon 3,36.172182,15/05/1992,321731527,118,6.4,811
29000000,22881,en,The Blind Side,25.767395,20/11/2009,309208309,129,7.2,1597
35000000,10054,en,Spy Kids,21.543389,18/03/2001,147934180,88,5.5,867
35000000,51540,en,Horrible Bosses,50.309843,08/07/2011,117000000,98,6.5,2277
38000000,44264,en,True Grit,49.292384,22/12/2010,252276927,110,7.2,1668
35000000,350,en,The Devil Wears Prada,83.893257,30/06/2006,326551094,109,7,3088
35000000,152,en,Star Trek: The Motion Picture,24.616634,06/12/1979,139000000,132,6.2,530
35000000,109431,en,Identity Thief,34.005726,07/02/2013,173965010,111,5.6,1645
35000000,1598,en,Cape Fear,27.714043,15/11/1991,182300000,128,7,675
35000000,8065,en,21,45.149948,27/03/2008,69823199,123,6.5,1375
35000000,271718,en,Trainwreck,72.774941,17/07/2015,140795793,125,5.9,1181
35000000,11638,en,Guess Who,3.74263,25/03/2005,68915888,105,5.5,225
27000000,409,en,The English Patient,29.381878,14/11/1996,231976425,162,7,542
35000000,2118,en,L.A. Confidential,24.860326,19/09/1997,126216940,138,7.7,1310
35000000,11459,en,Sky High,11.041659,29/07/2005,86369815,100,5.8,550
35000000,10806,en,In & Out,11.897925,10/09/1997,0,90,6.3,177
35000000,9348,en,Species,23.607071,07/07/1995,113374103,108,5.5,453
1800000,377,en,A Nightmare on Elm Street,38.204158,14/11/1984,25504513,91,7.2,1180
33000000,8843,en,The Cell,25.413955,17/08/2000,104155843,107,6,436
0,9313,en,The Man in the Iron Mask,28.98027,12/03/1998,0,132,6.3,1018
35000000,39486,en,Secretariat,9.525037,20/08/2010,60251371,123,6.8,103
34000000,1273,en,TMNT,18.39217,23/03/2007,95608995,90,6,345
32000000,13920,en,Radio,9.254647,24/10/2003,52277485,109,6.8,141
35000000,50544,en,Friends with Benefits,40.526587,21/07/2011,150483765,109,6.5,2237
35000000,325133,en,Neighbors 2: Sorority Rising,50.179171,04/05/2016,108758521,91,5.6,1462
35000000,140823,en,Saving Mr. Banks,31.957947,16/11/2013,112544580,125,7.3,1226
34000000,1883,en,Malcolm X,19.822791,18/11/1992,48169908,202,7.2,370
35000000,89492,en,This Is 40,38.429648,20/12/2012,88058786,134,5.6,896
35000000,22949,en,Old Dogs,13.707843,24/11/2009,92219310,88,5.2,210
35000000,12437,en,Underworld: Rise of the Lycans,51.927471,22/01/2009,91353501,92,6.2,1428
35000000,2959,en,License to Wed,14.503568,04/07/2007,69307224,91,5.2,253
0,9957,en,The Benchwarmers,6.74556,07/04/2006,0,80,5.2,242
30000000,11648,en,Must Love Dogs,11.120167,21/07/2005,58405313,98,5.8,140
35000000,9366,en,Donnie Brasco,40.370442,27/02/1997,41954997,127,7.4,1147
33000000,1576,en,Resident Evil,40.715623,15/03/2002,102984862,100,6.4,2065
10700000,609,en,Poltergeist,36.230204,04/06/1982,122200000,114,7,794
0,5516,en,The Ladykillers,23.666229,25/03/2004,0,104,6,415
35000000,13051,en,Max Payne,25.903237,15/10/2008,85416905,100,5.2,613
40000000,49530,en,In Time,60.231382,27/10/2011,173930596,109,6.7,3417
35000000,34806,en,The Back-Up Plan,18.38292,23/04/2010,77477008,106,5.7,458
35000000,49022,en,Something Borrowed,14.029012,05/05/2011,59901913,112,5.9,296
0,11469,en,Black Knight,15.913783,21/11/2001,0,95,5.1,287
35000000,23479,en,The Bad News Bears,6.889633,07/04/1976,35323292,102,6.9,97
35000000,11667,en,Street Fighter,19.286099,22/12/1994,99423521,102,4.1,325
35000000,423,en,The Pianist,50.587541,24/09/2002,120072577,150,8,1864
35000000,2447,en,The Nativity Story,3.721272,01/12/2006,0,101,6.4,35
40000000,10066,en,House of Wax,17.157738,30/04/2005,68766121,113,5.5,677
27000000,2288,en,Closer,22.636908,01/12/2004,115505027,104,6.7,811
35000000,88794,en,J. Edgar,28.069419,09/11/2011,84606030,137,6,741
35000000,13515,en,Mirrors,19.774543,15/08/2008,72436439,110,6,485
35000000,11979,en,Queen of the Damned,11.644243,10/02/2002,45479110,101,5.4,239
35000000,169,en,Predator 2,27.934978,20/11/1990,57120318,108,5.9,730
35000000,8090,en,Untraceable,12.677505,22/01/2008,32483410,101,5.9,238
35000000,11622,en,Blast from the Past,8.737058,12/02/1999,40263020,112,6.3,245
35000000,3604,en,Flash Gordon,12.343507,01/09/1980,27107960,111,6.1,233
35000000,9541,en,Jersey Girl,14.699342,25/03/2004,36098382,102,5.8,325
45000000,94348,en,Alex Cross,14.513243,18/10/2012,30353232,101,5.1,300
35000000,8197,en,Midnight in the Garden of Good and Evil,5.525544,21/11/1997,25105255,155,6.3,157
8900000,336004,en,Heist,15.079993,13/11/2015,4100000,93,5.6,318
35000000,35019,en,Nanny McPhee and the Big Bang,23.835055,26/03/2010,93246388,109,6,436
35000000,10410,en,Hoffa,5.926966,25/12/1992,0,140,6.1,81
30000000,8836,en,The X Files: I Want to Believe,25.454549,24/07/2008,68369434,104,5.5,523
31000000,14442,en,Ella Enchanted,22.71592,09/04/2004,27388767,96,5.9,437
35000000,321741,en,Concussion,35.120736,12/11/2015,50363790,123,7,823
35000000,59965,en,Abduction,19.893646,22/09/2011,82087155,106,5.6,961
35000000,14175,en,Valiant,14.051852,25/03/2005,19478106,76,5.2,235
35000000,11004,en,Wonder Boys,9.011729,22/02/2000,0,111,6.9,161
35000000,11918,en,Superhero Movie,19.088655,27/03/2008,25871834,85,4.9,379
56000000,98357,en,Broken City,29.490057,18/01/2013,19701164,109,5.7,593
35000000,10012,en,Cursed,11.195593,25/02/2005,19294901,97,5.1,167
35000000,49526,en,Premium Rush,17.709888,24/08/2012,31083599,91,6.2,832
35000000,268920,en,Hot Pursuit,18.262017,08/05/2015,51680201,87,5.4,647
35000000,9093,en,The Four Feathers,10.10364,08/09/2002,29882645,132,6.5,159
35000000,119283,en,Parker,28.670477,23/01/2013,46216641,118,5.7,1455
31000000,11823,en,Wimbledon,16.736734,13/09/2004,41512007,98,6,293
35000000,35169,en,Furry Vengeance,13.668633,02/04/2010,39340177,92,4.6,149
30000000,118957,en,Bait,9.780588,05/09/2012,0,93,5.3,191
27000000,849,en,Krull,9.904881,29/07/1983,16519460,117,5.8,129
35000000,4515,en,Lions for Lambs,9.789027,22/10/2007,63215872,92,6,216
35000000,18886,en,Flight of the Intruder,6.81729,18/01/1991,0,115,5.7,31
35000000,6575,en,Walk Hard: The Dewey Cox Story,10.73522,21/12/2007,18317151,96,6.6,212
0,6440,en,The Shipping News,11.1399,18/12/2001,0,111,6.4,108
35000000,13496,en,American Outlaws,6.727949,17/08/2001,13678913,94,5.7,55
35000000,18320,en,The Young Victoria,16.343317,04/03/2009,27409889,105,7,322
40000000,22787,en,Whiteout,14.818718,09/09/2009,12206028,101,5.3,220
32000000,8967,en,The Tree of Life,43.862456,18/05/2011,54674226,139,6.5,987
33000000,37498,en,Knock Off,2.706207,04/09/1998,0,91,4.7,64
35000000,144336,en,Sabotage,27.903999,28/03/2014,17508518,110,5.5,555
35000000,9616,en,The Order,3.746806,05/09/2003,11560806,102,4.8,91
20500000,13056,en,Punisher: War Zone,17.112498,05/12/2008,10089373,102,5.6,294
35000000,14113,en,Zoom,10.304172,11/08/2006,12506188,83,4.9,135
35000000,285783,en,The Walk,37.335721,30/09/2015,61181942,123,6.9,1121
0,49478,en,Warriors of Virtue,0.912395,02/05/1997,0,103,4.7,9
35000000,9726,en,A Good Year,16.782471,09/09/2006,42064105,118,6.5,357
35000000,20763,en,Radio Flyer,3.503408,21/02/1992,4651977,114,6.6,53
35000000,9702,en,Bound by Honor,9.122828,05/02/1993,0,180,7.7,115
35000000,9311,en,Smilla's Sense of Snow,5.419181,13/02/1997,0,121,6.6,60
35000000,9280,en,Femme Fatale,9.07278,06/11/2002,16838910,114,6.2,142
35000000,26843,en,Lion of the Desert,2.864979,17/04/1981,0,173,7.4,34
35000000,11876,en,Le Hussard sur le toit,2.877488,20/09/1995,15000000,135,6.7,25
38000000,22267,en,Ride with the Devil,5.516207,24/11/1999,635096,138,6.6,49
0,45958,es,Biutiful,13.930763,20/10/2010,25147786,148,7,291
35000000,1969,es,Bandidas,20.27704,18/01/2006,10496317,93,5.8,307
0,310706,en,Black Water Transit,0.126738,13/05/2009,0,100,0,0
34000000,198663,en,The Maze Runner,131.815575,10/09/2014,348319861,113,7,5371
35000000,239573,en,Unfinished Business,16.832312,05/03/2015,14431253,91,5,320
34000000,10436,en,The Age of Innocence,9.133747,17/09/1993,32255440,139,7,169
35000000,1381,en,The Fountain,24.606012,06/09/2006,15304890,96,6.8,827
70000000,2162,en,Chill Factor,3.276912,01/09/1999,11263966,101,5.3,29
35000000,127493,en,Stolen,16.830184,17/05/2012,2106557,96,5.1,344
41677699,12429,ja,崖の上のポニョ,39.58676,19/07/2008,187479518,100,7.5,926
34000000,228205,en,The Longest Ride,41.946523,09/04/2015,63013281,128,7.3,1064
75000000,2900,en,The Astronaut's Wife,20.697556,26/08/1999,19598588,109,5.4,254
34000000,21311,en,I Dreamed of Africa,1.656695,05/05/2000,0,114,5.3,18
35000000,77875,en,Playing for Keeps,17.932561,29/11/2012,0,106,5.4,240
35000000,192136,en,Mandela: Long Walk to Freedom,15.50957,06/12/2013,27330000,141,6.5,224
32000000,18254,en,Reds,4.602185,25/12/1981,40382659,195,7.1,67
40000000,881,en,A Few Good Men,40.379966,11/12/1992,243240178,138,7.1,877
50000000,10877,en,Exit Wounds,12.601306,13/03/2001,79958599,101,5.3,110
30000000,9600,en,Big Momma's House,24.389194,31/05/2000,173959438,98,5.6,506
34000000,202575,en,The House of Magic,12.867326,24/12/2013,0,85,6.3,121
30000000,71469,en,The Darkest Hour,23.328823,22/12/2011,64626786,89,4.8,469
33000000,85446,en,Step Up Revolution,29.775441,26/07/2012,140470746,99,6.7,663
33000000,326,en,Snakes on a Plane,19.642328,06/08/2006,62022014,105,5.1,497
33000000,10685,en,The Watcher,7.339908,08/09/2000,0,96,4.9,110
33000000,7220,en,The Punisher,35.099611,15/04/2004,54700105,124,6.1,766
30000000,9763,en,Goal!: The Dream Begins,16.541791,06/06/2005,27610873,118,6.6,238
30000000,72387,en,Safe,31.92695,16/04/2012,40346186,94,6.3,799
33000000,12596,en,Pushing Tin,9.060642,23/04/1999,0,124,5.7,116
32350000,1892,en,Return of the Jedi,46.509071,23/05/1983,572700000,135,7.9,4665
30000000,13460,en,Doomsday,21.538222,14/03/2008,22211426,108,5.8,363
32000000,8055,en,The Reader,33.923786,10/12/2008,113019290,124,7.2,813
35000000,50647,en,Wanderlust,20.908494,23/02/2012,24159934,98,5.3,394
32000000,10719,en,Elf,16.901954,09/10/2003,173398518,97,6.4,987
32000000,9294,en,Phenomenon,15.039407,05/07/1996,152036382,123,6.2,323
33000000,11888,en,Snow Dogs,13.655735,18/01/2002,0,99,5.3,185
0,9647,en,Scrooged,21.620317,22/11/1988,60328000,101,6.7,390
32000000,9353,en,Nacho Libre,14.642055,16/06/2006,80197993,92,5.6,359
32500000,55721,en,Bridesmaids,17.107065,28/04/2011,288383523,125,6.5,1661
32000000,109414,en,This Is the End,38.21708,12/06/2013,126041322,107,6.3,2359
29000000,10307,en,Stigmata,14.993169,10/09/1999,50041732,103,6,242
32000000,11978,en,Men of Honor,24.147269,13/09/2000,48814909,129,7,544
32000000,22907,en,Takers,18.47242,26/08/2010,69055695,107,6,394
35000000,87567,en,The Big Wedding,18.84332,25/04/2013,21819348,90,5.7,414
32000000,38322,en,"Big Mommas: Like Father, Like Son",15.901137,16/02/2011,83615414,107,5.3,313
32000000,45612,en,Source Code,59.19888,30/03/2011,147332697,93,7.1,2699
32000000,7305,en,Alive,14.48851,15/01/1993,36733909,120,6.7,374
30000000,3594,en,The Number 23,23.197408,23/02/2007,77566815,101,6.3,1018
33000000,157841,en,The Young and Prodigious T.S. Spivet,10.651202,16/10/2013,9494789,105,6.7,232
35000000,11519,en,1941,10.032626,13/12/1979,31755742,113,5.6,143
0,12920,en,Dreamer: Inspired By a True Story,6.048743,10/09/2005,0,106,6.3,67
32000000,59,en,A History of Violence,34.628738,23/09/2005,60740827,96,6.9,832
32000000,9335,en,Transporter 2,47.5612,02/08/2005,85167639,87,6.2,1061
32000000,12106,en,The Quick and the Dead,16.473355,09/02/1995,18552460,107,6.3,427
28000000,11141,en,Laws of Attraction,6.201404,04/04/2004,30016165,90,5.6,104
32000000,8649,en,Bringing Out the Dead,15.560918,22/10/1999,0,121,6.6,225
32000000,31867,en,Repo Men,25.799697,18/03/2010,18409891,111,6.2,620
70000000,10253,ko,디워,4.822033,08/02/2007,53587404,90,4,104
32000000,3587,en,Bogus,3.379454,06/09/1996,0,110,5.4,44
30000000,124459,en,The Incredible Burt Wonderstone,26.9385,14/03/2013,27437881,100,5.3,724
32000000,24662,en,Cats Don't Dance,4.098444,26/03/1997,3566637,75,7.1,24
0,32274,en,Cradle Will Rock,4.901553,10/12/1999,0,132,7.2,18
32000000,182,en,The Good German,5.347936,08/12/2006,5914908,108,5.9,86
32000000,5494,en,George and the Dragon,4.120549,28/03/2004,0,93,5,13
31500000,28,en,Apocalypse Now,49.973462,15/08/1979,89460381,153,8,2055
32000000,38073,en,Going the Distance,13.611544,01/09/2010,42045846,102,6,262
0,2054,en,Mr. Holland's Opus,6.775294,29/12/1995,106269971,137,6.9,113
31500000,302156,en,Criminal,27.891012,14/04/2016,14708696,113,5.7,557
31000000,606,en,Out of Africa,13.864975,20/12/1985,128499205,161,7,279
31000000,87502,en,Flight,42.213765,02/11/2012,161772375,138,6.5,2415
34000000,698,en,Moonraker,29.887404,26/06/1979,210308099,126,5.9,541
30000000,120467,en,The Grand Budapest Hotel,74.417456,26/02/2014,174600318,99,8,4519
